sample_idx,fake_cls,label,prediction,correct,dominant_token,attn_img,attn_txt,attn_cross,attn_diff,attn_scalars,aitr_prob,clip_prob,ateeq_score,deberta_score
661,visual_veracity_distortion,1,1,1,scalars,0.1637,0.1616,0.1636,0.1617,0.1831,0.8076,0.059,0.9763,0.0231
662,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1615,0.1636,0.1617,0.1831,0.7814,0.0015,0.9724,0.0135
663,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7597,0.0004,0.9164,0.0721
664,visual_veracity_distortion,1,1,1,scalars,0.1637,0.1616,0.1636,0.1616,0.1832,0.9351,0.734,0.9982,0.5
665,visual_veracity_distortion,1,1,1,scalars,0.1637,0.1617,0.1636,0.1616,0.1832,0.8209,0.1051,0.9686,0.0023
666,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.8004,0.0268,1.0,0.5
667,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1831,0.8044,0.0291,0.9961,0.5
668,visual_veracity_distortion,1,1,1,scalars,0.1637,0.1615,0.1636,0.1617,0.1832,0.953,0.9991,0.9814,0.2468
669,visual_veracity_distortion,1,1,1,scalars,0.1637,0.1615,0.1636,0.1617,0.1832,0.8468,0.1743,0.9983,0.004
670,visual_veracity_distortion,1,1,1,scalars,0.1637,0.1617,0.1636,0.1616,0.1832,0.8228,0.098,0.9977,0.5
671,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7666,0.0022,0.9243,0.0101
672,visual_veracity_distortion,1,1,1,scalars,0.1637,0.1616,0.1636,0.1617,0.1832,0.8496,0.199,0.9764,0.5
673,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1832,0.8775,0.3242,0.9994,0.5
674,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1616,0.1832,0.923,0.628,0.9859,0.5
675,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.183,0.6662,0.0019,0.6968,0.0008
676,visual_veracity_distortion,1,1,1,scalars,0.1637,0.1616,0.1635,0.1617,0.1832,0.9325,0.7152,0.9997,0.5
677,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7439,0.0129,0.8692,0.5
678,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.788,0.0321,0.9655,0.9882
679,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7923,0.0249,0.9712,0.5
680,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1832,0.8516,0.2172,0.9928,0.5
681,visual_veracity_distortion,1,1,1,scalars,0.1637,0.1616,0.1636,0.1616,0.1831,0.8168,0.0976,0.9454,0.0103
682,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7708,0.0082,0.9481,0.5
683,visual_veracity_distortion,1,1,1,scalars,0.1637,0.1616,0.1636,0.1617,0.1831,0.7841,0.0287,0.9441,0.5
684,visual_veracity_distortion,1,1,1,scalars,0.1637,0.1616,0.1636,0.1617,0.1831,0.7559,0.0231,0.8895,0.5
685,visual_veracity_distortion,1,1,1,scalars,0.1637,0.1616,0.1636,0.1617,0.1832,0.9498,0.9979,0.9732,0.0494
686,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1831,0.7832,0.0649,0.939,0.0038
687,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1615,0.1636,0.1618,0.1831,0.717,0.0086,0.814,0.0211
688,visual_veracity_distortion,1,1,1,scalars,0.1637,0.1616,0.1636,0.1617,0.1832,0.9444,0.9899,0.8994,0.0012
689,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.7047,0.09,0.6541,0.9521
690,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.9526,0.9962,0.9247,0.9942
691,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.9458,0.9989,0.8268,0.0113
692,visual_veracity_distortion,1,1,1,scalars,0.1637,0.1616,0.1635,0.1617,0.1832,0.9192,0.6033,0.993,0.5763
693,visual_veracity_distortion,1,1,1,scalars,0.1637,0.1615,0.1636,0.1617,0.1832,0.9498,0.9991,0.9909,0.0001
694,visual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1832,0.9438,0.9759,0.9074,0.0016
695,visual_veracity_distortion,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1826,0.6474,0.3815,0.1837,0.3771
696,visual_veracity_distortion,1,0,0,scalars,0.164,0.1618,0.1637,0.1618,0.1824,0.3105,0.0005,0.1008,0.9238
697,visual_veracity_distortion,1,0,0,scalars,0.1639,0.1616,0.1637,0.1619,0.1824,0.3275,0.0063,0.1195,0.0006
698,visual_veracity_distortion,1,0,0,scalars,0.164,0.1617,0.1637,0.1619,0.1823,0.3542,0.0105,0.12,0.5
699,visual_veracity_distortion,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1826,0.4298,0.0147,0.2882,0.5
700,mismatch,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.453,0.158,0.1554,0.0036
701,mismatch,1,1,1,scalars,0.1638,0.1617,0.1637,0.1618,0.1827,0.9029,0.9999,0.2633,0.0014
702,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1828,0.8896,0.9685,0.316,0.0091
703,mismatch,1,1,1,scalars,0.1639,0.1617,0.1636,0.1618,0.1827,0.8807,0.9211,0.2474,0.0259
704,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.935,0.9986,0.6689,0.0007
705,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.9311,0.9968,0.6456,0.0129
706,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1619,0.1824,0.8686,1.0,0.0326,0.0005
707,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1826,0.8835,0.9987,0.1338,0.0049
708,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.7354,0.614,0.0786,0.0308
709,mismatch,1,1,1,scalars,0.1639,0.1616,0.1637,0.1619,0.1826,0.8898,1.0,0.173,0.0003
710,mismatch,1,1,1,scalars,0.1639,0.1616,0.1636,0.1619,0.1827,0.9089,0.9999,0.2812,0.001
711,mismatch,1,1,1,scalars,0.1639,0.1616,0.1637,0.1619,0.1825,0.8835,1.0,0.1194,0.0002
712,mismatch,1,1,1,scalars,0.1639,0.1616,0.1637,0.1618,0.1827,0.8978,0.9995,0.2473,0.0006
713,mismatch,1,0,0,scalars,0.1639,0.1618,0.1637,0.1618,0.1823,0.334,0.0416,0.0842,0.0001
714,mismatch,1,0,0,scalars,0.1639,0.1618,0.1637,0.1618,0.1823,0.2883,0.0211,0.0527,0.0046
715,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.8816,0.9993,0.0853,0.0119
716,mismatch,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1826,0.4144,0.0311,0.2516,0.0002
717,mismatch,1,1,1,scalars,0.1638,0.1616,0.1637,0.1618,0.1827,0.9095,0.9989,0.2734,0.0001
718,mismatch,1,1,1,scalars,0.1639,0.1616,0.1636,0.1618,0.1827,0.8954,0.9846,0.2526,0.0001
719,mismatch,1,1,1,scalars,0.1639,0.1616,0.1636,0.1619,0.1827,0.6207,0.149,0.4132,0.012
720,mismatch,1,0,0,scalars,0.1639,0.1617,0.1637,0.1619,0.1823,0.3199,0.0121,0.0943,0.0036
721,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.8784,0.9958,0.0905,0.0109
722,mismatch,1,1,1,scalars,0.1638,0.1616,0.1637,0.1618,0.1827,0.9054,0.9999,0.2806,0.0001
723,mismatch,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1824,0.2999,0.0008,0.0952,0.0414
724,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1828,0.8311,0.6788,0.293,0.0095
725,mismatch,1,1,1,scalars,0.1639,0.1616,0.1637,0.1619,0.1826,0.907,1.0,0.1983,0.001
726,mismatch,1,1,1,scalars,0.1638,0.1617,0.1636,0.1617,0.1829,0.9163,0.9969,0.4355,0.0045
727,mismatch,1,1,1,scalars,0.1638,0.1615,0.1636,0.1618,0.1829,0.9014,0.826,0.5099,0.0333
728,mismatch,1,0,0,scalars,0.1639,0.1617,0.1636,0.1618,0.1826,0.5259,0.1408,0.287,0.9236
729,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1829,0.9128,0.9613,0.4453,0.0065
730,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.9347,1.0,0.5987,0.0009
731,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1826,0.8955,1.0,0.1574,0.0022
732,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.8847,0.9961,0.1301,0.0269
733,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1826,0.8905,0.9996,0.1697,0.5
734,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1829,0.9215,0.9985,0.4777,0.0007
735,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1827,0.8608,0.8462,0.2279,0.0037
736,mismatch,1,1,1,scalars,0.1639,0.1616,0.1637,0.1618,0.1826,0.887,0.999,0.1579,0.0008
737,mismatch,1,1,1,scalars,0.1638,0.1617,0.1637,0.1617,0.1828,0.9044,0.9849,0.3318,0.0008
738,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1829,0.9251,0.9998,0.5348,0.9684
739,mismatch,1,1,1,scalars,0.1639,0.1616,0.1637,0.1619,0.1826,0.883,0.9956,0.1376,0.0025
740,mismatch,1,1,1,scalars,0.1638,0.1616,0.1637,0.1618,0.1827,0.9009,0.999,0.2303,0.0003
741,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.8605,0.9903,0.0479,0.0033
742,mismatch,1,0,0,scalars,0.1638,0.1616,0.1636,0.1618,0.183,0.5948,0.0,0.6202,0.0087
743,mismatch,1,0,0,scalars,0.1639,0.1617,0.1637,0.1619,0.1824,0.385,0.0783,0.1362,0.0012
744,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1826,0.8981,1.0,0.1717,0.0024
745,mismatch,1,0,0,scalars,0.1639,0.1617,0.1636,0.1618,0.1827,0.447,0.0037,0.3706,0.0025
746,mismatch,1,0,0,scalars,0.1639,0.1617,0.1636,0.1618,0.1827,0.5717,0.2422,0.2633,0.0001
747,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.9334,0.9995,0.6155,0.0084
748,mismatch,1,0,0,scalars,0.1639,0.1616,0.1637,0.1619,0.1825,0.533,0.2665,0.1141,0.0012
749,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1824,0.8649,0.9742,0.0367,0.0091
750,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.9517,1.0,0.9495,0.0001
751,mismatch,1,1,1,scalars,0.1638,0.1615,0.1636,0.1618,0.1829,0.9361,0.9999,0.5727,0.7978
752,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.9364,0.9995,0.6289,0.0041
753,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.9397,0.9989,0.6836,0.5
754,mismatch,1,1,1,scalars,0.1638,0.1617,0.1636,0.1616,0.183,0.9161,0.9143,0.5648,0.0067
755,mismatch,1,1,1,scalars,0.1639,0.1616,0.1637,0.1618,0.1826,0.8944,0.9998,0.1872,0.0005
756,mismatch,1,1,1,scalars,0.1639,0.1616,0.1636,0.1618,0.1828,0.9288,1.0,0.4549,0.0
757,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1826,0.9033,1.0,0.2252,0.5
758,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1824,0.8815,1.0,0.0544,0.0027
759,mismatch,1,1,1,scalars,0.1638,0.1615,0.1636,0.1618,0.1831,0.9432,0.9987,0.821,0.5
760,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.8717,0.999,0.0606,0.5
761,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.183,0.9249,0.8901,0.6222,0.0001
762,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1829,0.878,0.7984,0.4181,0.0001
763,mismatch,1,1,1,scalars,0.1639,0.1617,0.1636,0.1618,0.1827,0.6251,0.1871,0.3645,0.5
764,mismatch,1,1,1,scalars,0.1638,0.1617,0.1636,0.1617,0.1829,0.9258,0.9992,0.4934,0.011
765,mismatch,1,1,1,scalars,0.1638,0.1617,0.1636,0.1617,0.1829,0.8896,0.7996,0.4315,0.0055
766,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1826,0.8965,0.999,0.1975,0.0129
767,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.8868,0.9883,0.1367,0.0007
768,mismatch,1,1,1,scalars,0.1639,0.1618,0.1637,0.1617,0.1824,0.8674,0.9875,0.0052,0.5
769,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.8934,0.9999,0.0992,0.0008
770,mismatch,1,1,1,scalars,0.1639,0.1616,0.1636,0.1619,0.1826,0.9052,0.9997,0.2556,0.0002
771,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.9281,0.9972,0.6048,0.5
772,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.9405,0.9985,0.6496,0.0053
773,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.764,0.1023,0.7833,0.2006
774,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.9316,0.9687,0.6658,0.0001
775,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.9516,1.0,0.8765,0.0002
776,mismatch,1,1,1,scalars,0.1638,0.1617,0.1637,0.1618,0.1827,0.924,1.0,0.3388,0.0021
777,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.94,0.997,0.7071,0.0018
778,mismatch,1,1,1,scalars,0.1639,0.1617,0.1636,0.1617,0.1827,0.8922,0.96,0.2669,0.5
779,mismatch,1,1,1,scalars,0.1638,0.1617,0.1637,0.1617,0.1827,0.9062,1.0,0.2299,0.0002
780,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.183,0.9212,0.9406,0.5654,0.0002
781,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.9554,1.0,0.9566,0.9083
782,mismatch,1,1,1,scalars,0.1639,0.1618,0.1637,0.1618,0.1825,0.8017,0.7308,0.0786,0.0016
783,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1826,0.8997,1.0,0.1555,0.0015
784,mismatch,1,0,0,scalars,0.164,0.1617,0.1636,0.1618,0.1825,0.4439,0.0541,0.2604,0.0
785,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.183,0.9285,0.9768,0.5676,0.0002
786,mismatch,1,1,1,scalars,0.1639,0.1616,0.1637,0.1619,0.1826,0.8702,0.8763,0.1896,0.6671
787,mismatch,1,1,1,scalars,0.164,0.1618,0.1637,0.1618,0.1824,0.9089,1.0,0.1464,0.5
788,mismatch,1,1,1,scalars,0.1638,0.1615,0.1636,0.1617,0.1831,0.9465,0.9995,0.851,0.0019
789,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.9052,1.0,0.1584,0.3202
790,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1619,0.1824,0.8468,0.9396,0.0087,0.5
791,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.183,0.9349,0.9447,0.6926,0.5
792,mismatch,1,1,1,scalars,0.1639,0.1615,0.1636,0.1619,0.1829,0.9342,0.9993,0.5189,0.0027
793,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1824,0.8948,1.0,0.0719,0.0066
794,mismatch,1,1,1,scalars,0.1639,0.1616,0.1636,0.1618,0.1828,0.9331,1.0,0.5043,0.0021
795,mismatch,1,1,1,scalars,0.1639,0.1617,0.1636,0.1618,0.1827,0.8544,0.7619,0.2665,0.0005
796,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1828,0.9232,0.9985,0.3761,0.0237
797,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1829,0.9249,0.985,0.4925,0.5
798,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1829,0.9415,1.0,0.6128,0.0026
799,mismatch,1,1,1,scalars,0.1638,0.1615,0.1636,0.1619,0.1828,0.9162,0.9761,0.4165,0.5
800,mismatch,1,0,0,scalars,0.1638,0.1616,0.1637,0.1618,0.1826,0.4612,0.0601,0.2966,0.0001
801,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1829,0.9233,0.9992,0.4639,0.0026
802,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.7948,0.774,0.038,0.001
803,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.9435,0.9981,0.7362,0.0006
804,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.183,0.9324,0.9988,0.5759,0.0039
805,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1828,0.9213,0.9985,0.4338,0.5
806,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1829,0.9286,0.9995,0.4961,0.0011
807,mismatch,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.4086,0.057,0.1782,0.0003
808,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1829,0.9271,0.9988,0.5251,0.0008
809,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.9151,0.8183,0.5982,0.0007
810,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1827,0.9203,1.0,0.31,0.5
811,mismatch,1,1,1,scalars,0.1638,0.1617,0.1636,0.1618,0.1828,0.9226,0.9996,0.4063,0.0
812,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1832,0.9456,0.9803,0.8849,0.0018
813,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1829,0.6818,0.2793,0.4124,0.0037
814,mismatch,1,1,1,scalars,0.1638,0.1617,0.1636,0.1616,0.183,0.9279,0.9587,0.5933,0.0001
815,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.878,0.999,0.0726,0.0033
816,mismatch,1,1,1,scalars,0.1639,0.1616,0.1636,0.1618,0.1829,0.9224,0.9828,0.4929,0.5
817,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1826,0.8998,0.9995,0.2258,0.5
818,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1829,0.8951,0.837,0.4549,0.5
819,mismatch,1,1,1,scalars,0.1638,0.1615,0.1636,0.1618,0.1829,0.9273,0.9981,0.5312,0.0007
820,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1619,0.1824,0.8692,0.9966,0.0052,0.5
821,mismatch,1,1,1,scalars,0.1639,0.1618,0.1637,0.1617,0.1825,0.8764,0.9998,0.0529,0.001
822,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.9366,0.9936,0.6759,0.003
823,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1619,0.1824,0.8499,0.9931,0.0063,0.0004
824,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1828,0.8953,0.9709,0.3283,0.0001
825,mismatch,1,1,1,scalars,0.1639,0.1617,0.1636,0.1618,0.1828,0.9306,1.0,0.4237,0.013
826,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1826,0.8495,0.8281,0.1302,0.5
827,mismatch,1,1,1,scalars,0.1639,0.1617,0.1636,0.1617,0.1827,0.8799,0.8535,0.2995,0.5
828,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.9103,0.8123,0.5737,0.5
829,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7798,0.1774,0.7608,0.0034
830,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1619,0.1824,0.8805,0.9996,0.0657,0.0646
831,mismatch,1,1,1,scalars,0.1639,0.1615,0.1636,0.1619,0.1828,0.9317,1.0,0.5046,0.0001
832,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1619,0.1824,0.8857,1.0,0.0561,0.5
833,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1826,0.8932,0.9991,0.1897,0.0001
834,mismatch,1,1,1,scalars,0.1638,0.1615,0.1636,0.1618,0.1831,0.9395,0.9948,0.7377,0.5
835,mismatch,1,1,1,scalars,0.1639,0.1616,0.1637,0.1618,0.1827,0.9029,0.9819,0.2452,0.0051
836,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1619,0.1824,0.8875,1.0,0.0805,0.5
837,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1828,0.9163,0.9975,0.402,0.0008
838,mismatch,1,0,0,scalars,0.1639,0.1617,0.1637,0.1619,0.1823,0.4404,0.1975,0.0412,0.0001
839,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.8767,0.9994,0.0572,0.0029
840,mismatch,1,1,1,scalars,0.1638,0.1615,0.1636,0.1617,0.1832,0.9044,0.4895,0.9347,0.0007
841,mismatch,1,1,1,scalars,0.1639,0.1617,0.1637,0.1619,0.1824,0.885,1.0,0.04,0.0002
842,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.9388,0.9998,0.6523,0.0001
843,mismatch,1,1,1,scalars,0.1638,0.1617,0.1636,0.1616,0.1831,0.9459,0.9999,0.7686,0.7825
844,mismatch,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.402,0.0132,0.2183,0.0002
845,mismatch,1,1,1,scalars,0.1638,0.1617,0.1636,0.1617,0.1828,0.9117,0.9991,0.3436,0.6434
846,mismatch,1,1,1,scalars,0.1639,0.1616,0.1636,0.1619,0.1827,0.908,0.9963,0.2695,0.0201
847,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1829,0.9261,0.9999,0.4729,0.5
848,mismatch,1,1,1,scalars,0.1638,0.1617,0.1637,0.1618,0.1827,0.891,0.9937,0.2117,0.0002
849,mismatch,1,1,1,scalars,0.1638,0.1615,0.1636,0.1618,0.1831,0.93,0.9637,0.6684,0.0238
850,mismatch,1,0,0,scalars,0.1639,0.1617,0.1636,0.1617,0.1828,0.5281,0.0109,0.443,0.0006
851,mismatch,1,0,0,scalars,0.164,0.1618,0.1637,0.1618,0.1822,0.2796,0.0014,0.0111,0.5
852,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.183,0.69,0.005,0.7448,0.0037
853,mismatch,1,1,1,scalars,0.1639,0.1616,0.1636,0.1618,0.1829,0.7344,0.2705,0.4932,0.5
854,mismatch,1,0,0,scalars,0.1639,0.1617,0.1637,0.1619,0.1824,0.3987,0.0627,0.1561,0.0021
855,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7298,0.0049,0.8468,0.0189
856,mismatch,1,1,1,scalars,0.1638,0.1615,0.1636,0.1618,0.183,0.7294,0.0004,0.8445,0.5
857,mismatch,1,1,1,scalars,0.1638,0.1615,0.1635,0.1617,0.1832,0.8698,0.2817,0.9979,0.5
858,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.7176,0.0028,0.8078,0.0317
859,mismatch,1,0,0,scalars,0.1639,0.1618,0.1638,0.1618,0.1823,0.3402,0.0886,0.0202,0.5
860,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.8091,0.2034,0.8046,0.5
861,mismatch,1,0,0,scalars,0.1639,0.1617,0.1636,0.1618,0.1828,0.5363,0.0003,0.4661,0.5
862,mismatch,1,0,0,scalars,0.164,0.1618,0.1637,0.1619,0.1823,0.3079,0.0017,0.0918,0.015
863,mismatch,1,1,1,scalars,0.1639,0.1617,0.1636,0.1618,0.1827,0.7191,0.3997,0.3052,0.5
864,mismatch,1,1,1,scalars,0.1638,0.1615,0.1636,0.1618,0.1831,0.7159,0.0,0.8318,0.5
865,mismatch,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1831,0.7871,0.0196,0.9899,0.5
866,mismatch,1,1,1,scalars,0.1639,0.1617,0.1636,0.1617,0.1829,0.6104,0.0001,0.615,0.5
867,mismatch,1,1,1,scalars,0.1639,0.1616,0.1637,0.1619,0.1827,0.6995,0.4421,0.2246,0.5
868,mismatch,1,0,0,scalars,0.1639,0.1618,0.1637,0.1618,0.1825,0.3743,0.004,0.2102,0.5
869,mismatch,1,1,1,scalars,0.1639,0.1616,0.1636,0.1618,0.1827,0.9105,0.9833,0.3391,0.7249
870,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.6868,0.0,0.7945,0.0044
871,mismatch,1,0,0,scalars,0.1639,0.1616,0.1636,0.1618,0.1828,0.5666,0.0122,0.4967,0.5
872,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.6837,0.0134,0.696,0.5
873,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7426,0.0011,0.8865,0.5
874,mismatch,1,0,0,scalars,0.1639,0.1617,0.1636,0.1618,0.1827,0.5498,0.0934,0.3693,0.5
875,mismatch,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1826,0.4251,0.0065,0.2835,0.5
876,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1829,0.6425,0.0424,0.5765,0.0031
877,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1829,0.681,0.0204,0.6727,0.5
878,mismatch,1,0,0,scalars,0.1639,0.1616,0.1637,0.1618,0.1826,0.4363,0.0162,0.2938,0.0225
879,mismatch,1,0,0,scalars,0.1639,0.1617,0.1636,0.1618,0.1826,0.4453,0.0019,0.3208,0.0019
880,mismatch,1,1,1,scalars,0.1639,0.1616,0.1636,0.1618,0.1828,0.6693,0.242,0.4222,0.5
881,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1829,0.6397,0.0051,0.6302,0.5
882,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.7298,0.0898,0.7005,0.5
883,mismatch,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.7319,0.0117,0.8197,0.0047
884,mismatch,1,0,0,scalars,0.164,0.1617,0.1637,0.1618,0.1824,0.3243,0.0,0.1387,0.5
