sample_idx,label,binary_label,prediction,correct,dominant_token,attn_img,attn_txt,attn_cross,attn_diff,attn_scalars,aitr_prob
896,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0499
897,miscaptioned,1,0,0,scalars,0.1636,0.161,0.1636,0.1608,0.185,0.044
898,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0962
899,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0404
900,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1852,0.059
901,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0494
902,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0438
903,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0409
904,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1852,0.0608
905,true,0,0,1,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0658
906,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.1851,0.0499
907,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0789
908,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0534
909,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0539
910,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0577
911,true,0,0,1,scalars,0.1635,0.1609,0.1636,0.1608,0.1851,0.0555
912,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1851,0.0535
913,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0659
914,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0458
915,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0457
916,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1851,0.0583
917,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0433
918,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0442
919,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1851,0.0545
920,true,0,0,1,scalars,0.1635,0.1608,0.1636,0.1609,0.1851,0.0533
921,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0781
922,out-of-context,1,1,1,scalars,0.1635,0.1608,0.1636,0.1608,0.1853,0.1311
923,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0467
924,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.1851,0.0571
925,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1851,0.0535
926,true,0,0,1,scalars,0.1635,0.1609,0.1637,0.1609,0.185,0.042
927,miscaptioned,1,1,1,scalars,0.1635,0.1609,0.1636,0.1608,0.1853,0.1155
928,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.1852,0.0569
929,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0417
930,miscaptioned,1,0,0,scalars,0.1636,0.161,0.1636,0.1609,0.1849,0.0424
931,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0685
932,true,0,0,1,scalars,0.1636,0.1609,0.1637,0.161,0.1848,0.0373
933,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.161,0.1849,0.0384
934,true,0,0,1,scalars,0.1635,0.1609,0.1636,0.1609,0.1851,0.0515
935,miscaptioned,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1851,0.0534
936,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0703
937,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0466
938,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0517
939,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0449
940,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0417
941,miscaptioned,1,0,0,scalars,0.1636,0.161,0.1636,0.1609,0.185,0.0415
942,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0581
943,true,0,0,1,scalars,0.1636,0.1608,0.1636,0.161,0.185,0.0447
944,miscaptioned,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.1851,0.062
945,out-of-context,1,1,1,scalars,0.1635,0.1608,0.1636,0.1609,0.1853,0.1038
946,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0489
947,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0568
948,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0543
949,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0447
950,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0465
951,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1852,0.0774
952,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1608,0.1851,0.0535
953,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0494
954,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0644
955,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1608,0.1851,0.0527
956,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0474
957,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0454
958,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0472
959,miscaptioned,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.185,0.0465
960,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0393
961,true,0,0,1,scalars,0.1636,0.1608,0.1636,0.161,0.185,0.046
962,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0486
963,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1851,0.0541
964,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0475
965,miscaptioned,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.1851,0.0501
966,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0862
967,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0502
968,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0529
969,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0638
970,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1608,0.1851,0.0478
971,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.185,0.043
972,out-of-context,1,0,0,scalars,0.1636,0.161,0.1636,0.1608,0.1851,0.0452
973,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0417
974,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1851,0.0505
975,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.1852,0.0623
976,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.161,0.1848,0.0387
977,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0564
978,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.07
979,true,0,0,1,scalars,0.1636,0.161,0.1636,0.1608,0.185,0.0472
980,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0488
981,out-of-context,1,0,0,scalars,0.1636,0.161,0.1636,0.1607,0.1852,0.091
982,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0416
983,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0436
984,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0431
985,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.048
986,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0455
987,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0464
988,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0491
989,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.1851,0.0551
990,true,0,0,1,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0587
991,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1851,0.0509
992,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0634
993,true,0,0,1,scalars,0.1636,0.1609,0.1637,0.161,0.1848,0.0352
994,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.1851,0.0498
995,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.1851,0.0465
996,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0411
997,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1852,0.0704
998,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0543
999,true,0,0,1,scalars,0.1636,0.1608,0.1636,0.1609,0.1851,0.0517
1000,miscaptioned,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1851,0.0554
